animal_type,has_name,age_days_outcome,age_group_intake,los_at_shelter,month_of_outcome,is_fixed,breed_type,color_group,intake_condition_group,agg_cluster
Dog,1,4446,Senior,63,June,1,Pure,Black,Healthy/Normal,0
Dog,1,1413,Adult,6,May,1,Mix,White,Healthy/Normal,0
Cat,0,24,Puppy/Kitten,1,June,0,Mix,White,Healthy/Normal,0
Cat,1,123,Puppy/Kitten,109,August,1,Pure,Black,Healthy/Normal,0
Dog,1,736,Young Adult,6,January,1,Mix,White,Healthy/Normal,0
Dog,0,115,Puppy/Kitten,7,February,1,Mix,White,Healthy/Normal,0
Dog,0,310,Puppy/Kitten,3,February,1,Pure,Black,Sick/Medical,0
Cat,1,68,Puppy/Kitten,6,September,0,Pure,Brown,Healthy/Normal,0
Dog,1,793,Young Adult,68,September,1,Mix,White,Healthy/Normal,0
Dog,0,71,Puppy/Kitten,70,March,1,Mix,Tricolor,Life Stage/Developmental,0
Dog,1,376,Young Adult,10,May,1,Mix,Black,Healthy/Normal,0
Cat,1,295,Puppy/Kitten,8,September,1,Mix,White,Healthy/Normal,0
Cat,1,81,Puppy/Kitten,4,August,1,Mix,Other,Healthy/Normal,0
Cat,1,738,Young Adult,7,February,1,Pure,White,Healthy/Normal,0
Cat,1,70,Puppy/Kitten,17,November,0,Mix,Other,Healthy/Normal,0
Cat,1,85,Puppy/Kitten,2,August,1,Mix,White,Healthy/Normal,0
Dog,1,381,Young Adult,15,June,0,Pure,Black,Healthy/Normal,0
Dog,1,2557,Adult,15,January,1,Mix,Gold,Healthy/Normal,0
Dog,1,736,Young Adult,4,April,1,Mix,Black,Healthy/Normal,0
Dog,1,373,Young Adult,7,June,1,Mix,Black,Healthy/Normal,0
Cat,1,196,Puppy/Kitten,12,October,1,Mix,Black,Healthy/Normal,0
Dog,1,1170,Adult,32,August,1,Pure,Black,Healthy/Normal,0
Cat,1,3659,Senior,6,November,1,Mix,Other,Healthy/Normal,0
Dog,1,370,Young Adult,5,April,1,Pure,Black,Healthy/Normal,0
Cat,0,103,Puppy/Kitten,58,June,1,Mix,Red,Healthy/Normal,0
Dog,1,646,Young Adult,5,March,1,Mix,Black,Healthy/Normal,0
Dog,1,370,Young Adult,4,December,1,Pure,White,Healthy/Normal,0
Dog,1,167,Puppy/Kitten,4,June,1,Mix,White,Healthy/Normal,0
Dog,1,738,Young Adult,8,June,0,Mix,Gold,Healthy/Normal,0
Cat,1,2193,Adult,1,September,1,Mix,Brown,Healthy/Normal,0
Dog,1,379,Young Adult,13,May,1,Pure,White,Healthy/Normal,0
Cat,0,86,Puppy/Kitten,9,October,1,Pure,Other,Healthy/Normal,0
Dog,1,2328,Adult,159,November,1,Pure,Grey,Healthy/Normal,0
Cat,0,93,Puppy/Kitten,1,June,0,Mix,Black,Healthy/Normal,0
Cat,0,74,Puppy/Kitten,51,July,1,Mix,Other,Healthy/Normal,0
Cat,1,735,Young Adult,5,February,1,Mix,White,Healthy/Normal,0
Cat,1,1104,Adult,8,March,1,Pure,Black,Healthy/Normal,0
Dog,0,127,Puppy/Kitten,4,February,1,Mix,White,Healthy/Normal,0
Dog,1,384,Young Adult,7,March,1,Mix,White,Healthy/Normal,0
Cat,1,1524,Adult,62,March,1,Mix,Other,Healthy/Normal,0
Cat,1,57,Puppy/Kitten,4,May,1,Mix,Brown,Healthy/Normal,0
Dog,0,369,Young Adult,3,January,1,Mix,Brown,Healthy/Normal,0
Dog,1,732,Young Adult,1,February,0,Mix,Black,Healthy/Normal,0
Cat,0,117,Puppy/Kitten,72,July,1,Pure,Brown,Injured,0
Cat,1,111,Puppy/Kitten,75,August,1,Mix,Black,Healthy/Normal,0
Dog,1,893,Young Adult,8,December,1,Mix,Black,Healthy/Normal,0
Dog,1,373,Young Adult,7,November,1,Mix,Black,Healthy/Normal,0
Dog,1,793,Young Adult,15,August,0,Pure,Other,Healthy/Normal,0
Dog,1,1141,Adult,44,December,1,Mix,White,Healthy/Normal,0
Cat,1,119,Puppy/Kitten,28,August,1,Mix,Black,Healthy/Normal,0
Cat,1,82,Puppy/Kitten,5,June,1,Mix,White,Healthy/Normal,0
Dog,1,396,Young Adult,28,October,0,Mix,White,Healthy/Normal,0
Dog,1,1989,Adult,208,January,1,Pure,White,Healthy/Normal,0
Cat,0,74,Puppy/Kitten,44,June,1,Mix,White,Healthy/Normal,0
Dog,1,810,Young Adult,79,October,1,Mix,White,Healthy/Normal,0
Cat,1,745,Young Adult,14,February,0,Mix,Black,Healthy/Normal,0
Dog,1,123,Puppy/Kitten,48,May,1,Pure,Black,Sick/Medical,0
Dog,1,4387,Senior,3,April,0,Pure,Gold,Healthy/Normal,0
Dog,0,189,Puppy/Kitten,5,January,1,Mix,Red,Healthy/Normal,0
Cat,0,733,Young Adult,3,October,0,Mix,Grey,Healthy/Normal,0
Cat,1,107,Puppy/Kitten,54,October,1,Pure,Brown,Healthy/Normal,0
Dog,1,2558,Senior,3,August,1,Mix,White,Healthy/Normal,0
Dog,1,62,Puppy/Kitten,61,February,1,Mix,White,Healthy/Normal,0
Cat,0,14,Puppy/Kitten,2,March,0,Pure,Other,Life Stage/Developmental,0
Dog,1,3295,Senior,8,April,1,Pure,Black,Healthy/Normal,0
Cat,0,9,Puppy/Kitten,1,March,0,Mix,Grey,Healthy/Normal,0
Dog,1,3287,Senior,1,January,1,Pure,White,Healthy/Normal,0
Cat,1,1167,Adult,13,January,1,Mix,White,Healthy/Normal,0
Dog,1,582,Young Adult,217,November,1,Pure,Black,Injured,0
Dog,1,4406,Senior,22,August,1,Pure,Red,Healthy/Normal,0
Dog,0,68,Puppy/Kitten,7,December,1,Mix,Black,Healthy/Normal,0
Cat,1,4022,Senior,3,September,0,Mix,White,Healthy/Normal,0
Cat,1,371,Young Adult,5,May,0,Mix,Black,Healthy/Normal,0
Cat,0,367,Young Adult,2,February,0,Mix,Brown,Healthy/Normal,0
Cat,1,738,Young Adult,6,May,0,Mix,Brown,Healthy/Normal,0
Bird,1,388,Young Adult,23,March,0,Mix,Black,Healthy/Normal,0
Cat,0,46,Puppy/Kitten,1,May,0,Mix,White,Healthy/Normal,0
Dog,1,753,Young Adult,23,March,1,Mix,Red,Healthy/Normal,0
Dog,1,4383,Senior,1,December,1,Mix,White,Healthy/Normal,0
Dog,1,758,Young Adult,27,September,1,Pure,Black,Injured,0
Dog,1,1317,Adult,4,March,1,Mix,Black,Healthy/Normal,0
Dog,0,733,Young Adult,2,January,1,Pure,Brown,Healthy/Normal,0
Dog,1,70,Puppy/Kitten,24,February,1,Pure,Tricolor,Healthy/Normal,0
Cat,0,28,Puppy/Kitten,2,October,0,Mix,White,Healthy/Normal,0
Dog,1,1826,Adult,19,January,1,Pure,Black,Healthy/Normal,0
Dog,1,249,Puppy/Kitten,6,April,1,Pure,White,Healthy/Normal,0
Cat,0,308,Puppy/Kitten,5,July,0,Pure,Other,Healthy/Normal,0
Cat,1,172,Puppy/Kitten,6,October,1,Pure,Black,Healthy/Normal,0
Dog,1,221,Puppy/Kitten,5,April,1,Mix,White,Healthy/Normal,0
Dog,0,66,Puppy/Kitten,4,September,1,Mix,White,Healthy/Normal,0
Dog,1,373,Young Adult,7,January,1,Pure,Grey,Healthy/Normal,0
Dog,1,740,Young Adult,7,May,0,Pure,Black,Healthy/Normal,0
Cat,1,3677,Senior,24,September,1,Mix,Other,Healthy/Normal,0
Cat,1,736,Young Adult,6,September,1,Mix,Grey,Healthy/Normal,0
Cat,1,768,Young Adult,37,August,1,Pure,White,Healthy/Normal,0
Dog,0,186,Puppy/Kitten,4,March,1,Mix,Brown,Healthy/Normal,0
Cat,1,84,Puppy/Kitten,52,June,1,Pure,White,Healthy/Normal,0
Cat,1,35,Puppy/Kitten,4,September,0,Mix,Black,Sick/Medical,0
Dog,1,440,Young Adult,1,May,0,Mix,White,Healthy/Normal,0
Cat,0,46,Puppy/Kitten,7,August,0,Pure,White,Healthy/Normal,0
Dog,0,78,Puppy/Kitten,6,July,1,Mix,Black,Healthy/Normal,0
Dog,1,735,Young Adult,5,April,0,Mix,Gold,Healthy/Normal,0
Dog,1,160,Puppy/Kitten,13,June,1,Pure,Red,Healthy/Normal,0
Cat,1,93,Puppy/Kitten,1,November,0,Mix,White,Sick/Medical,0
Cat,0,68,Puppy/Kitten,15,June,0,Pure,Black,Healthy/Normal,0
Other,0,370,Young Adult,4,January,0,Pure,Black,Healthy/Normal,0
Cat,1,76,Puppy/Kitten,49,July,1,Mix,Black,Healthy/Normal,0
Dog,1,2509,Adult,7,March,1,Mix,Black,Healthy/Normal,0
Cat,0,171,Puppy/Kitten,87,November,1,Mix,Red,Healthy/Normal,0
Dog,1,3293,Senior,5,July,0,Mix,White,Sick/Medical,0
Dog,0,63,Puppy/Kitten,1,May,0,Mix,Black,Healthy/Normal,0
Cat,0,368,Young Adult,2,October,0,Pure,Black,Healthy/Normal,0
Dog,1,1036,Young Adult,7,September,1,Mix,White,Healthy/Normal,0
Cat,1,125,Puppy/Kitten,35,June,0,Mix,White,Healthy/Normal,0
Dog,1,1830,Adult,4,January,1,Mix,White,Healthy/Normal,0
Dog,0,127,Puppy/Kitten,20,December,1,Mix,Brown,Healthy/Normal,0
Dog,0,735,Young Adult,4,March,1,Mix,Black,Healthy/Normal,0
Cat,0,378,Young Adult,12,November,0,Pure,White,Healthy/Normal,0
Cat,1,2931,Senior,9,August,1,Mix,Brown,Healthy/Normal,0
Dog,1,329,Puppy/Kitten,86,December,1,Pure,White,Healthy/Normal,0
Dog,1,374,Young Adult,9,December,1,Mix,Tricolor,Healthy/Normal,0
Cat,0,65,Puppy/Kitten,19,July,1,Pure,Other,Healthy/Normal,0
Dog,0,735,Young Adult,3,September,0,Mix,White,Injured,0
Cat,0,94,Puppy/Kitten,2,September,1,Pure,Black,Healthy/Normal,0
Other,0,370,Young Adult,4,July,0,Pure,Black,Sick/Medical,0
Dog,1,2595,Senior,1,September,1,Pure,White,Healthy/Normal,0
Dog,1,1164,Adult,62,June,1,Pure,Black,Injured,0
Dog,1,739,Young Adult,9,June,1,Mix,Brown,Healthy/Normal,0
Dog,1,2721,Senior,164,February,1,Mix,White,Healthy/Normal,0
Cat,1,163,Puppy/Kitten,2,August,1,Mix,Black,Healthy/Normal,0
Other,1,553,Young Adult,4,November,0,Pure,Black,Healthy/Normal,0
Cat,0,189,Puppy/Kitten,5,October,0,Pure,White,Healthy/Normal,0
Cat,1,64,Puppy/Kitten,18,September,0,Mix,Black,Healthy/Normal,0
Dog,1,734,Young Adult,4,June,0,Pure,White,Healthy/Normal,0
Dog,1,64,Puppy/Kitten,18,January,1,Mix,White,Healthy/Normal,0
Cat,0,96,Puppy/Kitten,4,July,1,Pure,White,Healthy/Normal,0
Dog,1,1948,Adult,22,November,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,60,Puppy/Kitten,23,January,1,Mix,Brown,Healthy/Normal,0
Cat,1,166,Puppy/Kitten,137,February,1,Mix,Black,Sick/Medical,0
Cat,1,551,Young Adult,5,May,1,Pure,Grey,Healthy/Normal,0
Dog,1,58,Puppy/Kitten,20,September,1,Mix,Black,Healthy/Normal,0
Cat,0,81,Puppy/Kitten,4,September,1,Pure,White,Healthy/Normal,0
Cat,1,110,Puppy/Kitten,67,December,1,Mix,Grey,Healthy/Normal,0
Dog,1,79,Puppy/Kitten,7,September,1,Pure,Black,Healthy/Normal,0
Cat,1,61,Puppy/Kitten,35,December,1,Mix,White,Healthy/Normal,0
Dog,1,783,Young Adult,4,May,1,Pure,Black,Healthy/Normal,0
Cat,1,149,Puppy/Kitten,93,September,1,Pure,Other,Healthy/Normal,0
Cat,1,77,Puppy/Kitten,1,June,0,Mix,Red,Sick/Medical,0
Cat,1,932,Young Adult,17,October,1,Pure,Black,Healthy/Normal,0
Dog,1,373,Young Adult,7,December,1,Pure,White,Healthy/Normal,0
Cat,0,61,Puppy/Kitten,8,June,1,Mix,White,Healthy/Normal,0
Dog,1,405,Young Adult,39,October,1,Pure,Black,Healthy/Normal,0
Cat,1,106,Puppy/Kitten,74,January,1,Pure,Grey,Healthy/Normal,0
Cat,1,388,Young Adult,23,August,1,Mix,Black,Healthy/Normal,0
Dog,1,121,Puppy/Kitten,1,June,0,Pure,White,Sick/Medical,0
Dog,1,78,Puppy/Kitten,3,February,1,Pure,Brown,Healthy/Normal,0
Dog,1,75,Puppy/Kitten,3,August,0,Pure,Black,Healthy/Normal,0
Dog,1,88,Puppy/Kitten,53,August,0,Mix,White,Healthy/Normal,0
Cat,1,126,Puppy/Kitten,4,January,1,Pure,Red,Healthy/Normal,0
Dog,1,113,Puppy/Kitten,7,May,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,69,Puppy/Kitten,8,May,1,Pure,Brown,Healthy/Normal,0
Cat,1,833,Young Adult,29,August,1,Pure,Other,Healthy/Normal,0
Dog,1,1778,Adult,86,December,1,Mix,Gold,Healthy/Normal,0
Dog,1,373,Young Adult,8,March,1,Mix,Grey,Healthy/Normal,0
Dog,0,65,Puppy/Kitten,4,July,0,Pure,Gold,Injured,0
Cat,1,104,Puppy/Kitten,57,August,1,Mix,Brown,Healthy/Normal,0
Cat,0,367,Young Adult,1,July,0,Pure,White,Healthy/Normal,0
Cat,0,249,Puppy/Kitten,8,December,1,Mix,Other,Healthy/Normal,0
Dog,1,1124,Adult,9,April,1,Mix,Black,Healthy/Normal,0
Dog,1,1949,Adult,8,November,1,Mix,Gold,Healthy/Normal,0
Cat,0,369,Young Adult,3,December,1,Mix,Red,Healthy/Normal,0
Cat,1,80,Puppy/Kitten,49,November,1,Mix,Other,Healthy/Normal,0
Dog,1,614,Young Adult,6,June,1,Pure,White,Healthy/Normal,0
Dog,1,375,Young Adult,9,March,0,Mix,White,Healthy/Normal,0
Cat,1,4767,Senior,19,October,1,Mix,White,Healthy/Normal,0
Dog,1,373,Young Adult,8,February,1,Mix,Black,Healthy/Normal,0
Bird,0,369,Young Adult,3,March,0,Mix,Black,Healthy/Normal,0
Cat,1,1022,Young Adult,291,December,1,Mix,Black,Healthy/Normal,0
Dog,1,740,Young Adult,9,May,1,Mix,White,Healthy/Normal,0
Cat,1,379,Young Adult,13,February,1,Pure,Grey,Injured,0
Cat,1,733,Young Adult,3,February,0,Mix,Grey,Sick/Medical,0
Cat,1,67,Puppy/Kitten,32,April,1,Pure,Red,Healthy/Normal,0
Dog,0,78,Puppy/Kitten,4,March,1,Pure,White,Healthy/Normal,0
Cat,0,111,Puppy/Kitten,8,November,1,Pure,Grey,Healthy/Normal,0
Dog,1,155,Puppy/Kitten,2,January,1,Mix,Brown,Healthy/Normal,0
Cat,0,1101,Adult,4,December,1,Pure,Grey,Healthy/Normal,0
Dog,0,1832,Adult,6,April,0,Mix,White,Injured,0
Cat,1,71,Puppy/Kitten,44,April,1,Mix,Other,Healthy/Normal,0
Dog,1,551,Young Adult,113,January,1,Mix,White,Healthy/Normal,0
Dog,1,373,Young Adult,4,August,1,Mix,Black,Healthy/Normal,0
Dog,1,757,Young Adult,26,March,1,Mix,Black,Life Stage/Developmental,0
Cat,0,1464,Adult,3,June,1,Mix,Red,Healthy/Normal,0
Dog,1,435,Young Adult,70,June,1,Mix,Brown,Healthy/Normal,0
Cat,1,385,Young Adult,19,December,0,Pure,Black,Healthy/Normal,0
Dog,1,456,Young Adult,31,September,1,Mix,White,Healthy/Normal,0
Dog,1,737,Young Adult,6,January,1,Mix,Gold,Healthy/Normal,0
Dog,1,391,Young Adult,26,March,1,Mix,White,Healthy/Normal,0
Dog,1,66,Puppy/Kitten,3,September,1,Mix,Black,Healthy/Normal,0
Dog,1,1484,Adult,23,September,1,Pure,Black,Healthy/Normal,0
Cat,1,296,Puppy/Kitten,12,December,1,Mix,White,Healthy/Normal,0
Dog,1,764,Young Adult,33,November,1,Mix,Black,Injured,0
Dog,1,1768,Adult,5,March,1,Pure,Black,Healthy/Normal,0
Dog,1,575,Puppy/Kitten,270,January,1,Pure,Black,Injured,0
Cat,0,369,Young Adult,4,May,1,Mix,Black,Healthy/Normal,0
Cat,0,370,Young Adult,5,February,0,Mix,White,Healthy/Normal,0
Dog,1,101,Puppy/Kitten,8,February,1,Pure,White,Healthy/Normal,0
Dog,1,369,Young Adult,4,April,1,Mix,White,Healthy/Normal,0
Cat,1,80,Puppy/Kitten,23,August,1,Pure,White,Healthy/Normal,0
Dog,1,766,Young Adult,30,February,1,Pure,Black,Healthy/Normal,0
Dog,0,735,Young Adult,4,March,1,Pure,White,Sick/Medical,0
Dog,1,1773,Adult,339,April,1,Pure,Black,Healthy/Normal,0
Dog,1,3691,Senior,37,December,1,Mix,Gold,Healthy/Normal,0
Dog,1,377,Young Adult,12,November,0,Pure,Black,Healthy/Normal,0
Cat,1,41,Puppy/Kitten,7,August,0,Mix,Grey,Healthy/Normal,0
Dog,1,980,Young Adult,4,January,1,Mix,White,Healthy/Normal,0
Dog,1,2505,Adult,115,June,1,Mix,White,Healthy/Normal,0
Dog,1,739,Young Adult,7,October,1,Mix,White,Healthy/Normal,0
Cat,0,369,Young Adult,4,May,0,Mix,Black,Healthy/Normal,0
Other,0,367,Young Adult,1,February,0,Pure,Red,Healthy/Normal,0
Cat,1,407,Young Adult,41,December,1,Mix,White,Injured,0
Dog,1,6244,Senior,33,August,1,Pure,Brown,Healthy/Normal,0
Dog,1,93,Puppy/Kitten,1,January,1,Pure,White,Healthy/Normal,0
Dog,1,3299,Senior,12,September,1,Mix,Brown,Healthy/Normal,0
Dog,1,81,Puppy/Kitten,6,February,1,Mix,Black,Healthy/Normal,0
Cat,1,373,Young Adult,7,May,1,Mix,White,Sick/Medical,0
Dog,1,1499,Adult,38,September,1,Pure,Black,Healthy/Normal,0
Cat,1,415,Young Adult,49,July,1,Mix,Other,Life Stage/Developmental,0
Other,0,734,Young Adult,3,March,0,Pure,Brown,Sick/Medical,0
Cat,0,369,Young Adult,4,May,1,Pure,White,Healthy/Normal,0
Dog,1,1202,Adult,5,November,1,Pure,White,Healthy/Normal,0
Cat,1,35,Puppy/Kitten,4,August,0,Pure,White,Healthy/Normal,0
Dog,1,765,Young Adult,33,December,1,Mix,White,Healthy/Normal,0
Dog,1,2196,Adult,5,September,0,Mix,White,Injured,0
Dog,1,369,Young Adult,4,July,1,Mix,Brown,Healthy/Normal,0
Cat,1,305,Puppy/Kitten,25,January,1,Pure,Other,Healthy/Normal,0
Dog,1,159,Puppy/Kitten,1,January,1,Mix,White,Healthy/Normal,0
Cat,1,3035,Senior,112,June,1,Mix,Grey,Sick/Medical,0
Cat,1,735,Young Adult,5,October,1,Mix,Grey,Healthy/Normal,0
Dog,1,372,Young Adult,7,August,1,Mix,Brown,Healthy/Normal,0
Cat,0,734,Young Adult,2,March,0,Pure,Black,Healthy/Normal,0
Dog,1,65,Puppy/Kitten,4,November,1,Pure,White,Healthy/Normal,0
Dog,1,1159,Young Adult,124,April,1,Mix,White,Healthy/Normal,0
Dog,1,1114,Adult,18,July,0,Mix,Tricolor,Healthy/Normal,0
Dog,0,80,Puppy/Kitten,4,November,1,Mix,White,Healthy/Normal,0
Dog,1,65,Puppy/Kitten,4,June,1,Pure,White,Healthy/Normal,0
Cat,0,734,Young Adult,3,March,0,Mix,Red,Healthy/Normal,0
Dog,1,733,Young Adult,3,February,0,Mix,Black,Healthy/Normal,0
Dog,1,373,Young Adult,8,December,1,Mix,Black,Healthy/Normal,0
Other,1,241,Puppy/Kitten,27,February,1,Mix,Black,Healthy/Normal,0
Dog,0,1831,Adult,5,February,1,Pure,Black,Healthy/Normal,0
Cat,1,95,Puppy/Kitten,18,July,1,Mix,White,Healthy/Normal,0
Cat,1,1109,Adult,13,January,1,Mix,Black,Healthy/Normal,0
Dog,1,734,Young Adult,3,November,0,Mix,Brown,Healthy/Normal,0
Dog,1,153,Puppy/Kitten,4,December,1,Mix,Brown,Healthy/Normal,0
Cat,1,3309,Senior,22,February,1,Mix,Red,Healthy/Normal,0
Dog,1,369,Puppy/Kitten,8,December,1,Mix,Black,Healthy/Normal,0
Cat,1,3664,Senior,10,March,0,Mix,White,Healthy/Normal,0
Cat,1,374,Young Adult,9,November,0,Mix,Grey,Healthy/Normal,0
Cat,0,172,Puppy/Kitten,4,February,0,Pure,Black,Sick/Medical,0
Cat,0,731,Young Adult,1,October,0,Mix,Black,Healthy/Normal,0
Dog,0,112,Puppy/Kitten,5,November,0,Mix,Gold,Healthy/Normal,0
Dog,1,1101,Adult,5,May,0,Mix,White,Healthy/Normal,0
Dog,1,743,Young Adult,13,March,1,Pure,White,Healthy/Normal,0
Dog,1,251,Puppy/Kitten,8,July,1,Pure,Black,Healthy/Normal,0
Dog,0,62,Puppy/Kitten,2,November,1,Pure,Black,Healthy/Normal,0
Dog,1,736,Young Adult,5,December,1,Pure,Brown,Injured,0
Dog,1,65,Puppy/Kitten,10,February,1,Mix,White,Sick/Medical,0
Cat,1,3656,Senior,4,September,1,Mix,Brown,Injured,0
Dog,1,340,Puppy/Kitten,6,October,1,Mix,Black,Healthy/Normal,0
Dog,1,489,Puppy/Kitten,185,February,1,Mix,Black,Healthy/Normal,0
Other,0,377,Young Adult,11,August,0,Pure,Brown,Healthy/Normal,0
Dog,0,101,Puppy/Kitten,9,September,1,Mix,White,Healthy/Normal,0
Cat,1,229,Puppy/Kitten,166,March,1,Pure,Brown,Healthy/Normal,0
Dog,1,372,Young Adult,7,February,1,Pure,Black,Healthy/Normal,0
Cat,0,75,Puppy/Kitten,21,September,1,Mix,White,Healthy/Normal,0
Cat,1,45,Puppy/Kitten,15,June,0,Pure,Red,Healthy/Normal,0
Dog,0,94,Puppy/Kitten,1,November,1,Mix,Gold,Sick/Medical,0
Cat,1,50,Puppy/Kitten,4,July,1,Mix,Other,Healthy/Normal,0
Cat,1,739,Young Adult,9,November,1,Mix,White,Healthy/Normal,0
Dog,0,2561,Senior,4,March,1,Mix,Gold,Healthy/Normal,0
Cat,1,115,Puppy/Kitten,39,September,1,Pure,Other,Injured,0
Dog,1,1102,Young Adult,11,December,1,Mix,Brown,Healthy/Normal,0
Dog,0,369,Young Adult,4,April,1,Mix,Tricolor,Healthy/Normal,0
Cat,0,26,Puppy/Kitten,12,July,0,Mix,Black,Life Stage/Developmental,0
Dog,0,88,Puppy/Kitten,3,March,1,Pure,White,Healthy/Normal,0
Cat,1,64,Puppy/Kitten,22,May,1,Mix,White,Healthy/Normal,0
Cat,0,40,Puppy/Kitten,1,August,0,Mix,Brown,Healthy/Normal,0
Dog,0,80,Puppy/Kitten,4,February,1,Mix,White,Healthy/Normal,0
Cat,1,166,Puppy/Kitten,13,December,1,Mix,Black,Healthy/Normal,0
Cat,1,734,Young Adult,3,January,0,Pure,Brown,Healthy/Normal,0
Dog,1,153,Puppy/Kitten,2,May,1,Mix,White,Healthy/Normal,0
Dog,0,71,Puppy/Kitten,9,February,1,Mix,White,Healthy/Normal,0
Dog,0,735,Young Adult,4,February,1,Mix,Black,Healthy/Normal,0
Dog,1,3656,Senior,4,September,1,Mix,Brown,Healthy/Normal,0
Dog,1,256,Puppy/Kitten,13,March,1,Mix,White,Healthy/Normal,0
Dog,1,734,Young Adult,4,September,1,Pure,Gold,Healthy/Normal,0
Cat,1,2201,Adult,9,January,0,Pure,Black,Healthy/Normal,0
Dog,1,371,Young Adult,6,September,0,Mix,White,Healthy/Normal,0
Dog,1,1472,Adult,11,March,1,Mix,White,Healthy/Normal,0
Dog,1,380,Young Adult,14,March,1,Pure,Black,Injured,0
Cat,1,3383,Senior,4,December,1,Mix,Other,Healthy/Normal,0
Dog,0,3287,Senior,1,May,1,Pure,White,Healthy/Normal,0
Dog,0,2568,Senior,11,May,1,Mix,Brown,Healthy/Normal,0
Cat,1,748,Young Adult,16,October,1,Pure,Brown,Healthy/Normal,0
Dog,1,89,Puppy/Kitten,57,January,1,Pure,Tricolor,Healthy/Normal,0
Dog,0,75,Puppy/Kitten,52,February,1,Pure,White,Sick/Medical,0
Dog,1,736,Young Adult,6,May,1,Mix,White,Healthy/Normal,0
Dog,1,749,Young Adult,19,August,1,Pure,Black,Healthy/Normal,0
Cat,1,78,Puppy/Kitten,56,December,1,Pure,Black,Healthy/Normal,0
Dog,1,370,Young Adult,3,July,0,Mix,Gold,Healthy/Normal,0
Cat,1,80,Puppy/Kitten,4,January,1,Mix,Red,Healthy/Normal,0
Dog,1,2229,Adult,38,August,1,Mix,Brown,Healthy/Normal,0
Dog,1,311,Puppy/Kitten,6,November,0,Pure,White,Healthy/Normal,0
Cat,1,159,Puppy/Kitten,6,September,1,Mix,Black,Healthy/Normal,0
Dog,1,1170,Adult,2,July,1,Mix,White,Healthy/Normal,0
Cat,1,114,Puppy/Kitten,58,November,1,Mix,Other,Healthy/Normal,0
Cat,0,736,Young Adult,5,May,0,Pure,White,Injured,0
Cat,1,486,Young Adult,121,September,1,Pure,White,Healthy/Normal,0
Dog,0,110,Puppy/Kitten,5,April,1,Pure,Black,Healthy/Normal,0
Cat,1,1877,Adult,51,January,1,Mix,Grey,Healthy/Normal,0
Cat,1,65,Puppy/Kitten,4,October,1,Mix,Grey,Healthy/Normal,0
Cat,1,5296,Senior,3,October,1,Mix,Black,Healthy/Normal,0
Dog,1,756,Young Adult,26,December,1,Mix,White,Healthy/Normal,0
Dog,1,367,Puppy/Kitten,65,February,1,Pure,White,Injured,0
Cat,1,91,Puppy/Kitten,52,December,1,Pure,Brown,Healthy/Normal,0
Cat,1,2572,Senior,16,February,0,Mix,White,Injured,0
Dog,0,77,Puppy/Kitten,36,August,1,Mix,White,Healthy/Normal,0
Dog,1,1143,Adult,9,May,1,Pure,Black,Healthy/Normal,0
Cat,1,64,Puppy/Kitten,27,July,1,Mix,Black,Healthy/Normal,0
Cat,1,769,Young Adult,38,September,1,Mix,Grey,Healthy/Normal,0
Cat,1,755,Puppy/Kitten,601,September,1,Mix,White,Healthy/Normal,0
Cat,1,1098,Adult,2,April,1,Mix,Grey,Healthy/Normal,0
Dog,1,3963,Senior,2,March,1,Mix,White,Healthy/Normal,0
Cat,1,403,Young Adult,38,August,1,Mix,Other,Healthy/Normal,0
Cat,0,734,Young Adult,3,July,0,Pure,Other,Healthy/Normal,0
Dog,1,450,Young Adult,85,September,1,Pure,White,Healthy/Normal,0
Dog,1,1854,Adult,28,October,1,Mix,Brown,Healthy/Normal,0
Dog,0,322,Puppy/Kitten,17,June,1,Mix,Black,Healthy/Normal,0
Cat,0,6,Puppy/Kitten,4,August,0,Pure,Black,Life Stage/Developmental,0
Dog,1,387,Young Adult,22,April,1,Pure,Black,Healthy/Normal,0
Cat,0,735,Young Adult,4,March,0,Mix,Other,Healthy/Normal,0
Cat,1,218,Puppy/Kitten,3,February,1,Pure,White,Healthy/Normal,0
Cat,0,110,Puppy/Kitten,99,August,1,Mix,White,Healthy/Normal,0
Dog,1,858,Young Adult,2,December,1,Mix,Black,Healthy/Normal,0
Other,0,735,Young Adult,4,March,0,Mix,Brown,Healthy/Normal,0
Dog,1,1931,Adult,13,February,1,Mix,White,Healthy/Normal,0
Dog,1,57,Puppy/Kitten,20,February,1,Pure,White,Healthy/Normal,0
Other,0,369,Young Adult,3,November,0,Mix,Brown,Healthy/Normal,0
Dog,1,655,Young Adult,106,April,1,Mix,White,Healthy/Normal,0
Cat,1,109,Puppy/Kitten,16,March,0,Mix,Other,Healthy/Normal,0
Cat,1,75,Puppy/Kitten,13,July,1,Pure,White,Injured,0
Dog,1,737,Young Adult,7,February,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,2021,Adult,45,April,1,Pure,White,Healthy/Normal,0
Cat,1,61,Puppy/Kitten,3,July,0,Mix,Grey,Sick/Medical,0
Dog,1,63,Puppy/Kitten,10,March,1,Mix,Black,Healthy/Normal,0
Dog,1,735,Young Adult,4,January,1,Pure,White,Healthy/Normal,0
