animal_type,has_name,outcome_group,age_days_outcome,age_group_intake,los_at_shelter,month_of_outcome,is_fixed,breed_type,color_group,intake_condition_group,dbscan_cluster
Dog,1,Positive,190,Puppy/Kitten,6,January,1,Mix,Brown,Healthy/Normal,0
Dog,0,Neutral,77,Puppy/Kitten,3,March,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,156,Puppy/Kitten,5,July,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,2012,Adult,41,April,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,68,Puppy/Kitten,37,May,1,Pure,Brown,Life Stage/Developmental,0
Dog,1,Positive,6209,Senior,1,March,0,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,277,Puppy/Kitten,3,March,0,Mix,Brown,Healthy/Normal,0
Dog,1,Negative,1891,Adult,65,April,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,370,Young Adult,5,July,0,Pure,Other,Healthy/Normal,0
Dog,1,Positive,125,Puppy/Kitten,4,June,0,Pure,Tricolor,Healthy/Normal,0
Cat,1,Neutral,1103,Adult,7,June,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,1104,Adult,7,May,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,100,Puppy/Kitten,70,December,1,Mix,Other,Healthy/Normal,0
Cat,1,Neutral,1505,Adult,44,December,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,134,Puppy/Kitten,13,August,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,101,Puppy/Kitten,24,January,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,66,Puppy/Kitten,44,May,0,Mix,Other,Sick/Medical,0
Cat,0,Neutral,186,Puppy/Kitten,1,February,0,Pure,White,Healthy/Normal,0
Cat,1,Positive,84,Puppy/Kitten,54,December,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,260,Puppy/Kitten,15,November,1,Mix,White,Sick/Medical,0
Dog,1,Positive,69,Puppy/Kitten,67,March,0,Mix,Black,Life Stage/Developmental,0
Dog,0,Negative,736,Young Adult,6,August,0,Pure,Brown,Injured,0
Dog,1,Positive,100,Puppy/Kitten,7,September,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1824,Adult,355,January,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,103,Puppy/Kitten,66,December,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,3203,Senior,5,February,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,385,Young Adult,20,February,1,Mix,Gold,Healthy/Normal,0
Dog,1,Positive,762,Young Adult,32,May,1,Mix,White,Healthy/Normal,0
Dog,0,Neutral,738,Young Adult,5,October,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,98,Puppy/Kitten,6,September,0,Pure,Grey,Healthy/Normal,0
Cat,1,Positive,59,Puppy/Kitten,31,April,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,858,Young Adult,10,April,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,2676,Adult,122,September,1,Mix,Grey,Injured,-1
Cat,1,Positive,227,Puppy/Kitten,14,September,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,4446,Senior,63,June,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,1413,Adult,6,May,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,24,Puppy/Kitten,1,June,0,Mix,White,Healthy/Normal,0
Cat,1,Positive,123,Puppy/Kitten,109,August,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,736,Young Adult,6,January,1,Mix,White,Healthy/Normal,0
Dog,0,Positive,115,Puppy/Kitten,7,February,1,Mix,White,Healthy/Normal,0
Dog,0,Positive,310,Puppy/Kitten,3,February,1,Pure,Black,Sick/Medical,0
Cat,1,Positive,68,Puppy/Kitten,6,September,0,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,793,Young Adult,68,September,1,Mix,White,Healthy/Normal,0
Dog,0,Positive,71,Puppy/Kitten,70,March,1,Mix,Tricolor,Life Stage/Developmental,0
Dog,1,Positive,376,Young Adult,10,May,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,295,Puppy/Kitten,8,September,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,81,Puppy/Kitten,4,August,1,Mix,Other,Healthy/Normal,0
Cat,1,Positive,738,Young Adult,7,February,1,Pure,White,Healthy/Normal,0
Cat,1,Neutral,70,Puppy/Kitten,17,November,0,Mix,Other,Healthy/Normal,0
Cat,1,Positive,85,Puppy/Kitten,2,August,1,Mix,White,Healthy/Normal,0
Dog,1,Negative,381,Young Adult,15,June,0,Pure,Black,Healthy/Normal,0
Dog,1,Positive,2557,Adult,15,January,1,Mix,Gold,Healthy/Normal,0
Dog,1,Neutral,736,Young Adult,4,April,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,373,Young Adult,7,June,1,Mix,Black,Healthy/Normal,0
Cat,1,Neutral,196,Puppy/Kitten,12,October,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1170,Adult,32,August,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,3659,Senior,6,November,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,370,Young Adult,5,April,1,Pure,Black,Healthy/Normal,0
Cat,0,Positive,103,Puppy/Kitten,58,June,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,646,Young Adult,5,March,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,370,Young Adult,4,December,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,167,Puppy/Kitten,4,June,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,738,Young Adult,8,June,0,Mix,Gold,Healthy/Normal,0
Cat,1,Positive,2193,Adult,1,September,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,379,Young Adult,13,May,1,Pure,White,Healthy/Normal,0
Cat,0,Positive,86,Puppy/Kitten,9,October,1,Pure,Other,Healthy/Normal,0
Dog,1,Neutral,2328,Adult,159,November,1,Pure,Grey,Healthy/Normal,0
Cat,0,Neutral,93,Puppy/Kitten,1,June,0,Mix,Black,Healthy/Normal,0
Cat,0,Positive,74,Puppy/Kitten,51,July,1,Mix,Other,Healthy/Normal,0
Cat,1,Neutral,735,Young Adult,5,February,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,1104,Adult,8,March,1,Pure,Black,Healthy/Normal,0
Dog,0,Positive,127,Puppy/Kitten,4,February,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,384,Young Adult,7,March,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,1524,Adult,62,March,1,Mix,Other,Healthy/Normal,0
Cat,1,Positive,57,Puppy/Kitten,4,May,1,Mix,Brown,Healthy/Normal,0
Dog,0,Positive,369,Young Adult,3,January,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,732,Young Adult,1,February,0,Mix,Black,Healthy/Normal,0
Cat,0,Positive,117,Puppy/Kitten,72,July,1,Pure,Brown,Injured,0
Cat,1,Positive,111,Puppy/Kitten,75,August,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,893,Young Adult,8,December,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,373,Young Adult,7,November,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,793,Young Adult,15,August,0,Pure,Other,Healthy/Normal,0
Dog,1,Neutral,1141,Adult,44,December,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,119,Puppy/Kitten,28,August,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,82,Puppy/Kitten,5,June,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,396,Young Adult,28,October,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,1989,Adult,208,January,1,Pure,White,Healthy/Normal,0
Cat,0,Positive,74,Puppy/Kitten,44,June,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,810,Young Adult,79,October,1,Mix,White,Healthy/Normal,0
Cat,1,Neutral,745,Young Adult,14,February,0,Mix,Black,Healthy/Normal,0
Dog,1,Positive,123,Puppy/Kitten,48,May,1,Pure,Black,Sick/Medical,0
Dog,1,Neutral,4387,Senior,3,April,0,Pure,Gold,Healthy/Normal,0
Dog,0,Positive,189,Puppy/Kitten,5,January,1,Mix,Red,Healthy/Normal,0
Cat,0,Neutral,733,Young Adult,3,October,0,Mix,Grey,Healthy/Normal,0
Cat,1,Positive,107,Puppy/Kitten,54,October,1,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,2558,Senior,3,August,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,62,Puppy/Kitten,61,February,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,14,Puppy/Kitten,2,March,0,Pure,Other,Life Stage/Developmental,0
Dog,1,Positive,3295,Senior,8,April,1,Pure,Black,Healthy/Normal,0
Cat,0,Neutral,9,Puppy/Kitten,1,March,0,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,3287,Senior,1,January,1,Pure,White,Healthy/Normal,0
Cat,1,Neutral,1167,Adult,13,January,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,582,Young Adult,217,November,1,Pure,Black,Injured,0
Dog,1,Positive,4406,Senior,22,August,1,Pure,Red,Healthy/Normal,0
Dog,0,Positive,68,Puppy/Kitten,7,December,1,Mix,Black,Healthy/Normal,0
Cat,1,Neutral,4022,Senior,3,September,0,Mix,White,Healthy/Normal,0
Cat,1,Neutral,371,Young Adult,5,May,0,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,367,Young Adult,2,February,0,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,738,Young Adult,6,May,0,Mix,Brown,Healthy/Normal,0
Bird,1,Positive,388,Young Adult,23,March,0,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,46,Puppy/Kitten,1,May,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,753,Young Adult,23,March,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,4383,Senior,1,December,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,758,Young Adult,27,September,1,Pure,Black,Injured,0
Dog,1,Positive,1317,Adult,4,March,1,Mix,Black,Healthy/Normal,0
Dog,0,Positive,733,Young Adult,2,January,1,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,70,Puppy/Kitten,24,February,1,Pure,Tricolor,Healthy/Normal,0
Cat,0,Neutral,28,Puppy/Kitten,2,October,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,1826,Adult,19,January,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,249,Puppy/Kitten,6,April,1,Pure,White,Healthy/Normal,0
Cat,0,Neutral,308,Puppy/Kitten,5,July,0,Pure,Other,Healthy/Normal,0
Cat,1,Positive,172,Puppy/Kitten,6,October,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,221,Puppy/Kitten,5,April,1,Mix,White,Healthy/Normal,0
Dog,0,Positive,66,Puppy/Kitten,4,September,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,373,Young Adult,7,January,1,Pure,Grey,Healthy/Normal,0
Dog,1,Negative,740,Young Adult,7,May,0,Pure,Black,Healthy/Normal,0
Cat,1,Positive,3677,Senior,24,September,1,Mix,Other,Healthy/Normal,0
Cat,1,Neutral,736,Young Adult,6,September,1,Mix,Grey,Healthy/Normal,0
Cat,1,Positive,768,Young Adult,37,August,1,Pure,White,Healthy/Normal,0
Dog,0,Positive,186,Puppy/Kitten,4,March,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,84,Puppy/Kitten,52,June,1,Pure,White,Healthy/Normal,0
Cat,1,Neutral,35,Puppy/Kitten,4,September,0,Mix,Black,Sick/Medical,0
Dog,1,Negative,440,Young Adult,1,May,0,Mix,White,Healthy/Normal,0
Cat,0,Neutral,46,Puppy/Kitten,7,August,0,Pure,White,Healthy/Normal,0
Dog,0,Neutral,78,Puppy/Kitten,6,July,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,735,Young Adult,5,April,0,Mix,Gold,Healthy/Normal,0
Dog,1,Positive,160,Puppy/Kitten,13,June,1,Pure,Red,Healthy/Normal,0
Cat,1,Neutral,93,Puppy/Kitten,1,November,0,Mix,White,Sick/Medical,0
Cat,0,Neutral,68,Puppy/Kitten,15,June,0,Pure,Black,Healthy/Normal,0
Other,0,Positive,370,Young Adult,4,January,0,Pure,Black,Healthy/Normal,0
Cat,1,Positive,76,Puppy/Kitten,49,July,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,2509,Adult,7,March,1,Mix,Black,Healthy/Normal,0
Cat,0,Positive,171,Puppy/Kitten,87,November,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,3293,Senior,5,July,0,Mix,White,Sick/Medical,0
Dog,0,Neutral,63,Puppy/Kitten,1,May,0,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,368,Young Adult,2,October,0,Pure,Black,Healthy/Normal,0
Dog,1,Positive,1036,Young Adult,7,September,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,125,Puppy/Kitten,35,June,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,1830,Adult,4,January,1,Mix,White,Healthy/Normal,0
Dog,0,Positive,127,Puppy/Kitten,20,December,1,Mix,Brown,Healthy/Normal,0
Dog,0,Positive,735,Young Adult,4,March,1,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,378,Young Adult,12,November,0,Pure,White,Healthy/Normal,0
Cat,1,Positive,2931,Senior,9,August,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,329,Puppy/Kitten,86,December,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,374,Young Adult,9,December,1,Mix,Tricolor,Healthy/Normal,0
Cat,0,Positive,65,Puppy/Kitten,19,July,1,Pure,Other,Healthy/Normal,0
Dog,0,Neutral,735,Young Adult,3,September,0,Mix,White,Injured,0
Cat,0,Positive,94,Puppy/Kitten,2,September,1,Pure,Black,Healthy/Normal,0
Other,0,Negative,370,Young Adult,4,July,0,Pure,Black,Sick/Medical,0
Dog,1,Positive,2595,Senior,1,September,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,1164,Adult,62,June,1,Pure,Black,Injured,0
Dog,1,Positive,739,Young Adult,9,June,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,2721,Senior,164,February,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,163,Puppy/Kitten,2,August,1,Mix,Black,Healthy/Normal,0
Other,1,Positive,553,Young Adult,4,November,0,Pure,Black,Healthy/Normal,0
Cat,0,Neutral,189,Puppy/Kitten,5,October,0,Pure,White,Healthy/Normal,0
Cat,1,Neutral,64,Puppy/Kitten,18,September,0,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,734,Young Adult,4,June,0,Pure,White,Healthy/Normal,0
Dog,1,Positive,64,Puppy/Kitten,18,January,1,Mix,White,Healthy/Normal,0
Cat,0,Positive,96,Puppy/Kitten,4,July,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,1948,Adult,22,November,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,Positive,60,Puppy/Kitten,23,January,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,166,Puppy/Kitten,137,February,1,Mix,Black,Sick/Medical,0
Cat,1,Positive,551,Young Adult,5,May,1,Pure,Grey,Healthy/Normal,0
Dog,1,Positive,58,Puppy/Kitten,20,September,1,Mix,Black,Healthy/Normal,0
Cat,0,Positive,81,Puppy/Kitten,4,September,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,110,Puppy/Kitten,67,December,1,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,79,Puppy/Kitten,7,September,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,61,Puppy/Kitten,35,December,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,783,Young Adult,4,May,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,149,Puppy/Kitten,93,September,1,Pure,Other,Healthy/Normal,0
Cat,1,Neutral,77,Puppy/Kitten,1,June,0,Mix,Red,Sick/Medical,0
Cat,1,Positive,932,Young Adult,17,October,1,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,373,Young Adult,7,December,1,Pure,White,Healthy/Normal,0
Cat,0,Positive,61,Puppy/Kitten,8,June,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,405,Young Adult,39,October,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,106,Puppy/Kitten,74,January,1,Pure,Grey,Healthy/Normal,0
Cat,1,Positive,388,Young Adult,23,August,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,121,Puppy/Kitten,1,June,0,Pure,White,Sick/Medical,0
Dog,1,Positive,78,Puppy/Kitten,3,February,1,Pure,Brown,Healthy/Normal,0
Dog,1,Neutral,75,Puppy/Kitten,3,August,0,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,88,Puppy/Kitten,53,August,0,Mix,White,Healthy/Normal,0
Cat,1,Positive,126,Puppy/Kitten,4,January,1,Pure,Red,Healthy/Normal,0
Dog,1,Positive,113,Puppy/Kitten,7,May,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,Positive,69,Puppy/Kitten,8,May,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,833,Young Adult,29,August,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,1778,Adult,86,December,1,Mix,Gold,Healthy/Normal,0
Dog,1,Positive,373,Young Adult,8,March,1,Mix,Grey,Healthy/Normal,0
Dog,0,Negative,65,Puppy/Kitten,4,July,0,Pure,Gold,Injured,0
Cat,1,Positive,104,Puppy/Kitten,57,August,1,Mix,Brown,Healthy/Normal,0
Cat,0,Positive,367,Young Adult,1,July,0,Pure,White,Healthy/Normal,0
Cat,0,Neutral,249,Puppy/Kitten,8,December,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,1124,Adult,9,April,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1949,Adult,8,November,1,Mix,Gold,Healthy/Normal,0
Cat,0,Neutral,369,Young Adult,3,December,1,Mix,Red,Healthy/Normal,0
Cat,1,Positive,80,Puppy/Kitten,49,November,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,614,Young Adult,6,June,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,375,Young Adult,9,March,0,Mix,White,Healthy/Normal,0
Cat,1,Positive,4767,Senior,19,October,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,373,Young Adult,8,February,1,Mix,Black,Healthy/Normal,0
Bird,0,Neutral,369,Young Adult,3,March,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,1022,Young Adult,291,December,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,740,Young Adult,9,May,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,379,Young Adult,13,February,1,Pure,Grey,Injured,0
Cat,1,Neutral,733,Young Adult,3,February,0,Mix,Grey,Sick/Medical,0
Cat,1,Positive,67,Puppy/Kitten,32,April,1,Pure,Red,Healthy/Normal,0
Dog,0,Positive,78,Puppy/Kitten,4,March,1,Pure,White,Healthy/Normal,0
Cat,0,Positive,111,Puppy/Kitten,8,November,1,Pure,Grey,Healthy/Normal,0
Dog,1,Positive,155,Puppy/Kitten,2,January,1,Mix,Brown,Healthy/Normal,0
Cat,0,Positive,1101,Adult,4,December,1,Pure,Grey,Healthy/Normal,0
Dog,0,Negative,1832,Adult,6,April,0,Mix,White,Injured,0
Cat,1,Positive,71,Puppy/Kitten,44,April,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,551,Young Adult,113,January,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,373,Young Adult,4,August,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,757,Young Adult,26,March,1,Mix,Black,Life Stage/Developmental,0
Cat,0,Neutral,1464,Adult,3,June,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,435,Young Adult,70,June,1,Mix,Brown,Healthy/Normal,0
Cat,1,Neutral,385,Young Adult,19,December,0,Pure,Black,Healthy/Normal,0
Dog,1,Positive,456,Young Adult,31,September,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,737,Young Adult,6,January,1,Mix,Gold,Healthy/Normal,0
Dog,1,Positive,391,Young Adult,26,March,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,66,Puppy/Kitten,3,September,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1484,Adult,23,September,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,296,Puppy/Kitten,12,December,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,764,Young Adult,33,November,1,Mix,Black,Injured,0
Dog,1,Positive,1768,Adult,5,March,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,575,Puppy/Kitten,270,January,1,Pure,Black,Injured,0
Cat,0,Neutral,369,Young Adult,4,May,1,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,370,Young Adult,5,February,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,101,Puppy/Kitten,8,February,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,369,Young Adult,4,April,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,80,Puppy/Kitten,23,August,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,766,Young Adult,30,February,1,Pure,Black,Healthy/Normal,0
Dog,0,Negative,735,Young Adult,4,March,1,Pure,White,Sick/Medical,0
Dog,1,Positive,1773,Adult,339,April,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,3691,Senior,37,December,1,Mix,Gold,Healthy/Normal,0
Dog,1,Neutral,377,Young Adult,12,November,0,Pure,Black,Healthy/Normal,0
Cat,1,Neutral,41,Puppy/Kitten,7,August,0,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,980,Young Adult,4,January,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,2505,Adult,115,June,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,739,Young Adult,7,October,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,369,Young Adult,4,May,0,Mix,Black,Healthy/Normal,0
Other,0,Negative,367,Young Adult,1,February,0,Pure,Red,Healthy/Normal,0
Cat,1,Positive,407,Young Adult,41,December,1,Mix,White,Injured,0
Dog,1,Positive,6244,Senior,33,August,1,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,93,Puppy/Kitten,1,January,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,3299,Senior,12,September,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,81,Puppy/Kitten,6,February,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,373,Young Adult,7,May,1,Mix,White,Sick/Medical,0
Dog,1,Positive,1499,Adult,38,September,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,415,Young Adult,49,July,1,Mix,Other,Life Stage/Developmental,0
Other,0,Negative,734,Young Adult,3,March,0,Pure,Brown,Sick/Medical,0
Cat,0,Positive,369,Young Adult,4,May,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,1202,Adult,5,November,1,Pure,White,Healthy/Normal,0
Cat,1,Neutral,35,Puppy/Kitten,4,August,0,Pure,White,Healthy/Normal,0
Dog,1,Positive,765,Young Adult,33,December,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,2196,Adult,5,September,0,Mix,White,Injured,0
Dog,1,Positive,369,Young Adult,4,July,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,305,Puppy/Kitten,25,January,1,Pure,Other,Healthy/Normal,0
Dog,1,Neutral,159,Puppy/Kitten,1,January,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,3035,Senior,112,June,1,Mix,Grey,Sick/Medical,0
Cat,1,Positive,735,Young Adult,5,October,1,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,372,Young Adult,7,August,1,Mix,Brown,Healthy/Normal,0
Cat,0,Neutral,734,Young Adult,2,March,0,Pure,Black,Healthy/Normal,0
Dog,1,Positive,65,Puppy/Kitten,4,November,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,1159,Young Adult,124,April,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,1114,Adult,18,July,0,Mix,Tricolor,Healthy/Normal,0
Dog,0,Positive,80,Puppy/Kitten,4,November,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,65,Puppy/Kitten,4,June,1,Pure,White,Healthy/Normal,0
Cat,0,Neutral,734,Young Adult,3,March,0,Mix,Red,Healthy/Normal,0
Dog,1,Positive,733,Young Adult,3,February,0,Mix,Black,Healthy/Normal,0
Dog,1,Positive,373,Young Adult,8,December,1,Mix,Black,Healthy/Normal,0
Other,1,Positive,241,Puppy/Kitten,27,February,1,Mix,Black,Healthy/Normal,0
Dog,0,Positive,1831,Adult,5,February,1,Pure,Black,Healthy/Normal,0
Cat,1,Neutral,95,Puppy/Kitten,18,July,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,1109,Adult,13,January,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,734,Young Adult,3,November,0,Mix,Brown,Healthy/Normal,0
Dog,1,Neutral,153,Puppy/Kitten,4,December,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,3309,Senior,22,February,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,369,Puppy/Kitten,8,December,1,Mix,Black,Healthy/Normal,0
Cat,1,Neutral,3664,Senior,10,March,0,Mix,White,Healthy/Normal,0
Cat,1,Neutral,374,Young Adult,9,November,0,Mix,Grey,Healthy/Normal,0
Cat,0,Neutral,172,Puppy/Kitten,4,February,0,Pure,Black,Sick/Medical,0
Cat,0,Neutral,731,Young Adult,1,October,0,Mix,Black,Healthy/Normal,0
Dog,0,Neutral,112,Puppy/Kitten,5,November,0,Mix,Gold,Healthy/Normal,0
Dog,1,Positive,1101,Adult,5,May,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,743,Young Adult,13,March,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,251,Puppy/Kitten,8,July,1,Pure,Black,Healthy/Normal,0
Dog,0,Positive,62,Puppy/Kitten,2,November,1,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,736,Young Adult,5,December,1,Pure,Brown,Injured,0
Dog,1,Positive,65,Puppy/Kitten,10,February,1,Mix,White,Sick/Medical,0
Cat,1,Positive,3656,Senior,4,September,1,Mix,Brown,Injured,0
Dog,1,Positive,340,Puppy/Kitten,6,October,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,489,Puppy/Kitten,185,February,1,Mix,Black,Healthy/Normal,0
Other,0,Positive,377,Young Adult,11,August,0,Pure,Brown,Healthy/Normal,0
Dog,0,Positive,101,Puppy/Kitten,9,September,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,229,Puppy/Kitten,166,March,1,Pure,Brown,Healthy/Normal,0
Dog,1,Neutral,372,Young Adult,7,February,1,Pure,Black,Healthy/Normal,0
Cat,0,Positive,75,Puppy/Kitten,21,September,1,Mix,White,Healthy/Normal,0
Cat,1,Negative,45,Puppy/Kitten,15,June,0,Pure,Red,Healthy/Normal,0
Dog,0,Neutral,94,Puppy/Kitten,1,November,1,Mix,Gold,Sick/Medical,0
Cat,1,Positive,50,Puppy/Kitten,4,July,1,Mix,Other,Healthy/Normal,0
Cat,1,Positive,739,Young Adult,9,November,1,Mix,White,Healthy/Normal,0
Dog,0,Neutral,2561,Senior,4,March,1,Mix,Gold,Healthy/Normal,0
Cat,1,Positive,115,Puppy/Kitten,39,September,1,Pure,Other,Injured,0
Dog,1,Positive,1102,Young Adult,11,December,1,Mix,Brown,Healthy/Normal,0
Dog,0,Positive,369,Young Adult,4,April,1,Mix,Tricolor,Healthy/Normal,0
Cat,0,Neutral,26,Puppy/Kitten,12,July,0,Mix,Black,Life Stage/Developmental,0
Dog,0,Positive,88,Puppy/Kitten,3,March,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,64,Puppy/Kitten,22,May,1,Mix,White,Healthy/Normal,0
